"","subID","block","orientation","cueType","accuracy","rt"
"1",1,1,"vertical","valid",1,0.808638807790885
"2",1,1,"vertical","diff",1,0.591922515036003
"3",1,1,"vertical","same",0,0.666890998582403
"4",1,1,"vertical","valid",1,0.725235975178293
"5",1,1,"vertical","same",1,0.525269767188092
"6",1,1,"vertical","valid",1,0.550289507637899
"7",1,1,"vertical","same",1,0.683665545575877
"8",1,1,"vertical","valid",1,0.91696552304802
"9",1,1,"vertical","valid",1,0.566905903475345
"10",1,1,"vertical","valid",1,0.591916257256344
"11",1,1,"vertical","valid",1,0.541877345245211
"12",1,1,"vertical","valid",1,0.416998234168204
"13",1,1,"vertical","diff",1,1.38371850914655
"14",1,1,"vertical","valid",1,0.508573726883242
"15",1,1,"vertical","same",1,1.12531800897932
"16",1,1,"vertical","valid",1,0.341848275014399
"17",1,1,"vertical","valid",1,0.608553701988512
"18",1,1,"vertical","diff",0,0.558610078893707
"19",1,1,"vertical","valid",1,0.583580041551613
"20",1,1,"vertical","diff",1,0.833615881561855
"21",1,1,"horizontal","valid",1,0.500308053420667
"22",1,1,"horizontal","valid",1,0.650221696063454
"23",1,1,"horizontal","same",1,0.891978778162866
"24",1,1,"horizontal","valid",1,0.458586583775741
"25",1,1,"horizontal","diff",1,0.566909032365402
"26",1,1,"horizontal","valid",1,0.516812662559914
"27",1,1,"horizontal","valid",1,0.650229091620531
"28",1,1,"horizontal","valid",1,0.533574978438992
"29",1,1,"horizontal","valid",1,0.475262428518818
"30",1,1,"horizontal","same",1,0.641872680354936
"31",1,1,"horizontal","valid",1,0.358544884208641
"32",1,1,"horizontal","same",0,0.641926724814766
"33",1,1,"horizontal","valid",1,0.941953405711502
"34",1,1,"horizontal","valid",1,0.466894355027762
"35",1,1,"horizontal","diff",1,1.04198202083035
"36",1,1,"horizontal","diff",1,0.725271246299144
"37",1,1,"horizontal","valid",1,0.391917338145504
"38",1,1,"horizontal","same",0,0.533579245106921
"39",1,1,"horizontal","valid",1,1.01698190705247
"40",1,1,"horizontal","diff",1,0.750230400065448
"41",1,1,"vertical","valid",1,0.558540958873891
"42",1,1,"vertical","diff",1,0.458593125999869
"43",1,1,"vertical","valid",1,0.883620944674476
"44",1,1,"vertical","valid",1,0.816926099036664
"45",1,1,"vertical","diff",1,0.85027864185713
"46",1,1,"vertical","diff",1,0.70860478822533
"47",1,1,"vertical","valid",1,0.558583056663338
"48",1,1,"vertical","valid",1,0.516954031489149
"49",1,1,"vertical","same",1,0.808641083346629
"50",1,1,"vertical","valid",1,0.875293546750072
"51",1,1,"vertical","valid",0,0.900261233851779
"52",1,1,"vertical","diff",1,0.65025355384978
"53",1,1,"vertical","same",1,3.34227721735897
"54",1,1,"vertical","valid",1,0.533577538439658
"55",1,1,"vertical","valid",1,0.575248661404203
"56",1,1,"vertical","valid",1,0.641921035924042
"57",1,1,"vertical","valid",1,0.816980427940962
"58",1,1,"vertical","same",1,0.6002766507454
"59",1,1,"vertical","valid",1,0.700250936960401
"60",1,1,"vertical","same",1,0.516906529253447
"61",1,1,"horizontal","valid",1,0.483430253064398
"62",1,1,"horizontal","valid",1,0.44189680125055
"63",1,1,"horizontal","same",1,0.600247921848222
"64",1,1,"horizontal","valid",1,0.65859119177685
"65",1,1,"horizontal","same",1,0.750273351188753
"66",1,1,"horizontal","valid",1,0.850283192969528
"67",1,1,"horizontal","diff",1,0.716928772815209
"68",1,1,"horizontal","diff",1,0.633584820219767
"69",1,1,"horizontal","valid",1,0.558410683281181
"70",1,1,"horizontal","valid",0,0.458614459339515
"71",1,1,"horizontal","diff",1,0.475201272946379
"72",1,1,"horizontal","same",1,1.00033194676098
"73",1,1,"horizontal","valid",1,0.508590224665568
"74",1,1,"horizontal","valid",1,0.450188359164713
"75",1,1,"horizontal","valid",1,0.41685743412836
"76",1,1,"horizontal","same",1,0.533605129558509
"77",1,1,"horizontal","valid",1,0.416919727479581
"78",1,1,"horizontal","valid",1,0.608548013097788
"79",1,1,"horizontal","diff",1,0.72526072185201
"80",1,1,"horizontal","valid",1,0.325211683615635
"81",1,1,"horizontal","valid",1,1.0086419935692
"82",1,1,"horizontal","diff",1,0.466900328362954
"83",1,1,"horizontal","valid",1,0.400197518278219
"84",1,1,"horizontal","diff",1,0.683655590017679
"85",1,1,"horizontal","same",1,0.458586583775741
"86",1,1,"horizontal","valid",1,0.558541527762827
"87",1,1,"horizontal","diff",1,0.766939524818554
"88",1,1,"horizontal","valid",1,0.350183921830194
"89",1,1,"horizontal","same",1,0.516934404816766
"90",1,1,"horizontal","valid",1,0.39191790703444
"91",1,1,"horizontal","valid",1,0.458508077086663
"92",1,1,"horizontal","same",0,0.375246613403306
"93",1,1,"horizontal","diff",1,0.516930707038227
"94",1,1,"horizontal","valid",1,0.475266410742279
"95",1,1,"horizontal","valid",1,0.425230912065672
"96",1,1,"horizontal","same",0,0.675265614297587
"97",1,1,"horizontal","valid",1,0.566885139025089
"98",1,1,"horizontal","valid",1,0.425228636509473
"99",1,1,"horizontal","valid",1,0.383590793554504
"100",1,1,"horizontal","valid",1,0.525239047178729
"101",1,1,"vertical","same",1,0.700266296964855
"102",1,1,"vertical","valid",1,0.591910852810543
"103",1,1,"vertical","same",1,0.683627998898828
"104",1,1,"vertical","valid",1,0.400203207168943
"105",1,1,"vertical","valid",1,0.516952324821887
"106",1,1,"vertical","valid",1,0.66690522080853
"107",1,1,"vertical","valid",1,0.433577936662005
"108",1,1,"vertical","diff",1,0.950292181416444
"109",1,1,"vertical","valid",1,0.45020684805877
"110",1,1,"vertical","diff",1,0.900257536073241
"111",1,1,"vertical","valid",1,0.458614743783528
"112",1,1,"vertical","same",1,0.625286435637008
"113",1,1,"vertical","valid",1,0.650225678286461
"114",1,1,"vertical","same",1,1.38369234025004
"115",1,1,"vertical","diff",1,0.58357492155028
"116",1,1,"vertical","valid",1,0.441890259026422
"117",1,1,"vertical","valid",1,0.866940833263016
"118",1,1,"vertical","valid",1,0.533601716224439
"119",1,1,"vertical","valid",1,0.41688730080341
"120",1,1,"vertical","diff",1,1.07533371031695
"121",1,1,"vertical","valid",1,0.625221297840653
"122",1,1,"vertical","same",1,0.708564681547159
"123",1,1,"vertical","valid",1,0.391911933699703
"124",1,1,"vertical","diff",1,0.89194976482122
"125",1,1,"vertical","same",1,0.525233927177851
"126",1,1,"vertical","valid",1,0.716959208379194
"127",1,1,"vertical","same",1,0.750236942289575
"128",1,1,"vertical","valid",1,0.525264931631227
"129",1,1,"vertical","valid",1,0.433543518874558
"130",1,1,"vertical","diff",1,0.608619693118726
"131",1,1,"vertical","valid",1,0.60022744184289
"132",1,1,"vertical","valid",1,0.358557115323038
"133",1,1,"vertical","valid",1,0.650218282728929
"134",1,1,"vertical","same",1,0.800273578744509
"135",1,1,"vertical","diff",1,0.483618270895931
"136",1,1,"vertical","diff",1,0.625211911171391
"137",1,1,"vertical","valid",1,0.316920125701927
"138",1,1,"vertical","valid",1,0.358513026421406
"139",1,1,"vertical","valid",1,0.533602569557843
"140",1,1,"vertical","valid",1,0.591931048371407
"141",1,1,"horizontal","same",0,0.416935087484035
"142",1,1,"horizontal","diff",1,0.575254919183408
"143",1,1,"horizontal","valid",0,0.366886504358718
"144",1,1,"horizontal","same",1,0.583548183764833
"145",1,1,"horizontal","valid",1,0.500269084521278
"146",1,1,"horizontal","valid",1,0.491903571030434
"147",1,1,"horizontal","same",1,0.475273237411329
"148",1,1,"horizontal","valid",1,0.491896744361839
"149",1,1,"horizontal","valid",1,0.491982646608449
"150",1,1,"horizontal","valid",1,0.366904708808761
"151",1,1,"horizontal","diff",1,0.608582715330613
"152",1,1,"horizontal","valid",1,0.475191317387726
"153",1,1,"horizontal","same",1,0.566954827933841
"154",1,1,"horizontal","valid",1,0.408560756212864
"155",1,1,"horizontal","valid",1,0.541854305238303
"156",1,1,"horizontal","diff",1,0.633591077999426
"157",1,1,"horizontal","valid",1,0.558569972215537
"158",1,1,"horizontal","valid",1,0.441934063483586
"159",1,1,"horizontal","valid",1,0.375070257797688
"160",1,1,"horizontal","diff",1,0.575112128031833
"161",1,1,"vertical","valid",1,0.450268288076131
"162",1,1,"vertical","valid",1,0.46690089725189
"163",1,1,"vertical","valid",1,0.450236430289351
"164",1,1,"vertical","diff",1,0.441891681249217
"165",1,1,"vertical","valid",1,0.425243996513927
"166",1,1,"vertical","valid",1,0.400235349400191
"167",1,1,"vertical","same",1,0.550245134291799
"168",1,1,"vertical","same",1,0.533561893990736
"169",1,1,"vertical","same",1,0.533605982892368
"170",1,1,"vertical","valid",1,0.416897825250999
"171",1,1,"vertical","same",0,0.46689463947223
"172",1,1,"vertical","valid",1,0.508607291337285
"173",1,1,"vertical","diff",1,0.516960858157745
"174",1,1,"vertical","valid",1,0.375221297840653
"175",1,1,"vertical","valid",0,0.333581748218876
"176",1,1,"vertical","diff",1,0.683593865555849
"177",1,1,"vertical","valid",1,0.366889917692788
"178",1,1,"vertical","valid",1,0.391912787033107
"179",1,1,"vertical","diff",1,0.716935030594868
"180",1,1,"vertical","valid",1,0.683598132223324
"181",1,1,"horizontal","valid",0,0.341887812803634
"182",1,1,"horizontal","valid",1,0.641956875934284
"183",1,1,"horizontal","valid",1,0.408544542875006
"184",1,1,"horizontal","same",1,0.57524354140287
"185",1,1,"horizontal","diff",1,0.491901864363172
"186",1,1,"horizontal","valid",1,0.575258616962401
"187",1,1,"horizontal","valid",1,0.550261347629657
"188",1,1,"horizontal","valid",1,0.500229546731589
"189",1,1,"horizontal","valid",0,0.375203662280455
"190",1,1,"horizontal","same",1,0.733631639788655
"191",1,1,"horizontal","valid",1,0.391864431463546
"192",1,1,"horizontal","same",1,0.800297756529289
"193",1,1,"horizontal","valid",1,0.375220160062327
"194",1,1,"horizontal","diff",1,0.566942881263913
"195",1,1,"horizontal","diff",1,0.516866422575276
"196",1,1,"horizontal","valid",1,0.475066161796803
"197",1,1,"horizontal","diff",1,0.583581748218876
"198",1,1,"horizontal","same",1,0.491952779932944
"199",1,1,"horizontal","valid",1,0.475264988519939
"200",1,1,"horizontal","valid",1,0.433530434426757
"201",1,1,"horizontal","valid",1,0.383553246877
"202",1,1,"horizontal","valid",1,0.375236373400639
"203",1,1,"horizontal","diff",1,0.541941060818772
"204",1,1,"horizontal","valid",1,0.36685009545954
"205",1,1,"horizontal","valid",1,0.633630331343738
"206",1,1,"horizontal","valid",1,0.391857604795405
"207",1,1,"horizontal","same",1,0.466928203926273
"208",1,1,"horizontal","diff",0,0.483567355326159
"209",1,1,"horizontal","valid",1,0.416929114148843
"210",1,1,"horizontal","valid",1,0.483526110869661
"211",1,1,"horizontal","diff",0,0.50857258910537
"212",1,1,"horizontal","valid",1,0.375186311164271
"213",1,1,"horizontal","valid",1,0.375210204504128
"214",1,1,"horizontal","valid",1,0.600281201857797
"215",1,1,"horizontal","diff",1,0.775103651585141
"216",1,1,"horizontal","valid",1,0.516930991482241
"217",1,1,"horizontal","same",1,0.491903571030434
"218",1,1,"horizontal","valid",1,0.383578277995639
"219",1,1,"horizontal","same",1,0.74193258437208
"220",1,1,"horizontal","same",1,0.541874500800077
"221",1,1,"vertical","diff",1,0.400224824953057
"222",1,1,"vertical","valid",1,0.475200704056988
"223",1,1,"vertical","diff",1,0.516931560371631
"224",1,1,"vertical","same",1,0.508564624658447
"225",1,1,"vertical","valid",1,0.516902262585518
"226",1,1,"vertical","valid",1,0.433590452220869
"227",1,1,"vertical","valid",1,0.400055580460503
"228",1,1,"vertical","valid",1,0.458553303766621
"229",1,1,"vertical","valid",1,0.408554782878127
"230",1,1,"vertical","valid",1,0.366887926581512
"231",1,1,"vertical","diff",1,0.608559390879236
"232",1,1,"vertical","diff",1,0.591915688366953
"233",1,1,"vertical","same",1,0.575256625851125
"234",1,1,"vertical","valid",1,0.583614174895047
"235",1,1,"vertical","valid",1,0.566880303468224
"236",1,1,"vertical","same",1,0.450229888065678
"237",1,1,"vertical","valid",1,0.450227328064557
"238",1,1,"vertical","same",1,0.425228920953941
"239",1,1,"vertical","valid",1,0.500269937854227
"240",1,1,"vertical","valid",1,0.708631241566309
"241",1,1,"horizontal","valid",1,0.500203377835533
"242",1,1,"horizontal","valid",1,0.466912843921818
"243",1,1,"horizontal","valid",1,0.433525314424969
"244",1,1,"horizontal","diff",1,0.483625382008995
"245",1,1,"horizontal","valid",1,0.333513197087996
"246",1,1,"horizontal","valid",1,0.34187586613325
"247",1,1,"horizontal","valid",1,0.383541015762603
"248",1,1,"horizontal","valid",1,0.333600237112933
"249",1,1,"horizontal","valid",0,0.375186880053207
"250",1,1,"horizontal","valid",1,0.375186595608739
"251",1,1,"horizontal","same",1,1.2336606531303
"252",1,1,"horizontal","diff",1,0.708589143776408
"253",1,1,"horizontal","valid",1,0.391916484811645
"254",1,1,"horizontal","valid",1,0.44189054347089
"255",1,1,"horizontal","diff",1,0.900301340530405
"256",1,1,"horizontal","valid",1,0.383548126875667
"257",1,1,"horizontal","same",1,1.05864762557121
"258",1,1,"horizontal","same",1,0.566955681267245
"259",1,1,"horizontal","diff",1,0.550236316511473
"260",1,1,"horizontal","same",1,0.716960630602443
"261",1,1,"vertical","valid",1,0.366853224349597
"262",1,1,"vertical","valid",1,0.400199793834418
"263",1,1,"vertical","valid",1,0.33354647709757
"264",1,1,"vertical","same",0,0.383532766871667
"265",1,1,"vertical","diff",1,0.57528507030338
"266",1,1,"vertical","diff",1,0.575251790293805
"267",1,1,"vertical","valid",1,0.400221980507467
"268",1,1,"vertical","valid",1,0.375251164516158
"269",1,1,"vertical","diff",1,0.633600180223766
"270",1,1,"vertical","valid",0,0.383557513545384
"271",1,1,"vertical","valid",1,0.433575661105806
"272",1,1,"vertical","diff",1,0.57511525692189
"273",1,1,"vertical","valid",1,0.41692541636985
"274",1,1,"vertical","valid",1,0.391857035906014
"275",1,1,"vertical","same",1,0.725275797411996
"276",1,1,"vertical","same",1,0.683536123317026
"277",1,1,"vertical","valid",1,0.358555693100243
"278",1,1,"vertical","valid",0,0.466892363916031
"279",1,1,"vertical","same",1,0.583533108204847
"280",1,1,"vertical","valid",1,0.358547159764839
"281",1,1,"horizontal","valid",1,0.416944189708374
"282",1,1,"horizontal","valid",1,0.391849071459546
"283",1,1,"horizontal","valid",1,0.458595970445003
"284",1,1,"horizontal","same",1,0.558547501098019
"285",1,1,"horizontal","diff",1,0.766901409251659
"286",1,1,"horizontal","valid",1,0.416919443034658
"287",1,1,"horizontal","valid",1,0.383545851319923
"288",1,1,"horizontal","valid",1,0.416847194125239
"289",1,1,"horizontal","same",1,0.65028740274829
"290",1,1,"horizontal","same",1,0.558622594452572
"291",1,1,"horizontal","diff",1,0.708568379326152
"292",1,1,"horizontal","valid",1,0.541965238603552
"293",1,1,"horizontal","valid",1,0.358547159764839
"294",1,1,"horizontal","valid",1,0.316868072353373
"295",1,1,"horizontal","diff",1,0.408524062868764
"296",1,1,"horizontal","valid",1,0.383555522433198
"297",1,1,"horizontal","diff",1,0.425222663174736
"298",1,1,"horizontal","valid",1,0.491956762156406
"299",1,1,"horizontal","same",1,0.591925359480683
"300",1,1,"horizontal","valid",1,0.550275569855785
"301",1,1,"vertical","valid",1,0.45852855709245
"302",1,1,"vertical","diff",0,0.725269539632336
"303",1,1,"vertical","valid",1,0.566875467911359
"304",1,1,"vertical","valid",1,0.333558423767954
"305",1,1,"vertical","same",1,0.758604162447682
"306",1,1,"vertical","valid",1,0.433504834419182
"307",1,1,"vertical","valid",1,0.583596254889471
"308",1,1,"vertical","same",1,0.566898792362281
"309",1,1,"vertical","valid",1,0.358582999774626
"310",1,1,"vertical","same",1,0.483527248647533
"311",1,1,"vertical","diff",1,0.566913867922267
"312",1,1,"vertical","valid",1,0.500200817834866
"313",1,1,"vertical","diff",1,0.416899816362275
"314",1,1,"vertical","valid",1,0.416896403028204
"315",1,1,"vertical","valid",1,0.341879563912244
"316",1,1,"vertical","valid",1,0.358544599763718
"317",1,1,"vertical","diff",1,0.375211911171391
"318",1,1,"vertical","valid",0,0.316885423470012
"319",1,1,"vertical","same",1,0.775317553868263
"320",1,1,"vertical","valid",1,0.408521218424085
"321",1,1,"horizontal","valid",1,0.350190748498335
"322",1,1,"horizontal","valid",1,0.333584023775074
"323",1,1,"horizontal","valid",1,0.291872225243878
"324",1,1,"horizontal","diff",0,0.258563771324589
"325",1,1,"horizontal","valid",1,0.566879734579288
"326",1,1,"horizontal","same",1,0.416916598589523
"327",1,1,"horizontal","same",1,0.900253269405312
"328",1,1,"horizontal","valid",1,0.433525883313905
"329",1,1,"horizontal","same",1,0.450230741399082
"330",1,1,"horizontal","valid",1,0.300163498713118
"331",1,1,"horizontal","valid",1,0.858586413109151
"332",1,1,"horizontal","valid",1,0.366882522135256
"333",1,1,"horizontal","valid",1,0.425222663174736
"334",1,1,"horizontal","valid",1,0.366880531023526
"335",1,1,"horizontal","diff",1,0.541967514159296
"336",1,1,"horizontal","diff",1,0.641918760367844
"337",1,1,"horizontal","same",0,0.416855158572162
"338",1,1,"horizontal","valid",1,0.416857718572828
"339",1,1,"horizontal","diff",1,0.508565762436774
"340",1,1,"horizontal","valid",1,0.491914379922036
"341",1,1,"vertical","valid",1,0.566907041253671
"342",1,1,"vertical","valid",1,0.416861985240757
"343",1,1,"vertical","valid",1,0.408587493998311
"344",1,1,"vertical","same",1,0.441907325698139
"345",1,1,"vertical","valid",1,0.508571735771511
"346",1,1,"vertical","valid",1,0.375244053403094
"347",1,1,"vertical","valid",1,0.550230912065672
"348",1,1,"vertical","valid",1,0.341883261691237
"349",1,1,"vertical","same",1,0.375213617838199
"350",1,1,"vertical","diff",1,0.691961939046905
"351",1,1,"vertical","valid",1,0.491956193267924
"352",1,1,"vertical","valid",1,0.42522493873048
"353",1,1,"vertical","valid",1,0.308575661105806
"354",1,1,"vertical","valid",1,0.508538171317468
"355",1,1,"vertical","diff",1,0.725267832965073
"356",1,1,"vertical","diff",1,0.716965181714386
"357",1,1,"vertical","same",1,0.766977071495603
"358",1,1,"vertical","diff",1,0.591909999476684
"359",1,1,"vertical","valid",1,0.475258446295356
"360",1,1,"vertical","same",1,0.541910625254332
"361",1,1,"vertical","valid",1,0.533578676217985
"362",1,1,"vertical","same",1,0.566882294579955
"363",1,1,"vertical","valid",1,0.541945327486701
"364",1,1,"vertical","diff",1,0.541929967482247
"365",1,1,"vertical","valid",1,0.366749970986803
"366",1,1,"vertical","same",1,0.516894013694127
"367",1,1,"vertical","same",1,0.425222663174281
"368",1,1,"vertical","valid",1,0.550234609844665
"369",1,1,"vertical","valid",1,0.433519341089777
"370",1,1,"vertical","valid",1,0.425189098720239
"371",1,1,"vertical","same",1,0.450193479166501
"372",1,1,"vertical","valid",1,0.48353663531725
"373",1,1,"vertical","diff",0,0.475266126297811
"374",1,1,"vertical","valid",1,0.658594320666452
"375",1,1,"vertical","valid",1,0.366883659913583
"376",1,1,"vertical","valid",1,0.316902490141274
"377",1,1,"vertical","valid",1,0.43361320778331
"378",1,1,"vertical","valid",1,0.433585332219991
"379",1,1,"vertical","diff",1,0.391858742573277
"380",1,1,"vertical","diff",1,0.50020792894793
"381",1,1,"horizontal","diff",1,0.583616450450791
"382",1,1,"horizontal","valid",1,0.491901864363172
"383",1,1,"horizontal","valid",1,0.366862326574392
"384",1,1,"horizontal","valid",1,0.425267036520381
"385",1,1,"horizontal","valid",1,0.383548695765057
"386",1,1,"horizontal","diff",1,0.583542210430096
"387",1,1,"horizontal","valid",1,0.400119580478531
"388",1,1,"horizontal","diff",0,0.550204458724693
"389",1,1,"horizontal","same",1,0.583597392667343
"390",1,1,"horizontal","same",1,0.708560983768621
"391",1,1,"horizontal","diff",1,0.550249685404196
"392",1,1,"horizontal","same",1,0.458580894885017
